n,type,load,elast
5175,"S",87.09595,.6553709
5176,"S",93.85306,.3664814
5177,"S",99.55344,.716096
5178,"S",102.4488,.5106125
5179,"S",96.70439,.6890018
5180,"S",101.4699,.4177107
5181,"S",106.0457,.3575154
5182,"S",90.67149,.3045246
5183,"S",98.14599,.4115047
5184,"S",116.2271,.7293336
5185,"S",109.7516,.7862633
5186,"S",101.1289,.1932295
5187,"S",96.5774,.1374971
5188,"S",103.5609,.7438094
5189,"S",100.4776,.3065599
5190,"S",93.99858,.1713609
5191,"S",89.98003,.3645514
5192,"S",102.1655,.3756701
5193,"S",99.63478,.222183
5194,"S",94.70041,.5844245
5195,"S",101.4073,.5374318
5196,"S",94.352,.3985603
5197,"S",96.70187,.1904438
5198,"S",100.7421,.449767
5199,"S",105.552,.4737478
5200,"S",102.4027,.5783244
5201,"S",106.9877,.5057178
5202,"S",99.51445,.5679218
5203,"S",103.7153,.4948117
5204,"S",95.52973,.6443096
5205,"S",90.45835,.2583196
5206,"S",87.76682,.4674426
5207,"S",108.2118,.6986145
5208,"S",100.1164,.6177789
5209,"S",116.4542,.8230817
5210,"S",96.07485,.1373049
5211,"S",98.65958,.4212336
5212,"S",98.83889,.4464008
5213,"S",107.8645,.4020989
5214,"S",106.0118,.5433929
5215,"S",92.33012,.3076053
5216,"S",107.4084,.767876
5217,"S",97.91599,.5141204
5218,"S",110.8875,.7347735
5219,"S",89.65175,.5717549
5220,"S",102.6161,.3805318
5221,"S",97.94045,.4234195
5222,"S",110.5886,.7908723
5223,"S",99.54366,.3598797
5224,"S",90.39532,.6660511
5225,"S",103.9818,.6275508
5226,"S",92.19585,.5921263
5227,"S",104.6744,.2198623
5228,"S",98.05827,.5942446
5229,"S",96.76565,.4411316
5230,"S",111.5096,.6372539
5231,"S",96.8311,.3812015
5232,"S",93.81883,.4191199
5233,"S",92.34636,.415811
5234,"S",91.54632,.4478079
5235,"S",102.3573,.593814
5236,"S",99.18785,.4431615
5237,"S",100.8508,.6524252
5238,"S",100.5382,.6059049
5239,"S",95.51314,.3434415
5240,"S",93.74483,.5605496
5241,"S",108.6609,.6249612
5242,"S",85.57211,.7349246
5243,"S",101.9493,.1136349
5244,"S",100.3948,.8520439
5245,"S",103.9881,.3532666
5246,"S",102.6873,.4314524
5247,"S",108.9306,.338862
5248,"S",106.5663,.1877184
5249,"S",103.3871,.8695555
5250,"S",96.6631,.556151
5251,"S",107.441,.2179894
5252,"S",107.6612,.2804455
5253,"S",96.01257,.8310502
5254,"S",97.03802,.33741
5255,"S",107.902,.6487878
5256,"S",97.13725,.6850132
5257,"S",99.79726,.5353032
5258,"S",113.1788,.4686179
5259,"S",100.6989,.0703605
5260,"S",101.0596,.1363986
5261,"S",103.5276,.5602153
5262,"S",95.27454,.4071797
5263,"S",96.37484,.3246612
5264,"S",102.6709,.5805827
5265,"S",100.1186,.5251246
5266,"S",94.38712,.0718444
5267,"S",111.9922,.6332973
5268,"S",93.59161,.8846646
5269,"S",99.92249,.5534881
5270,"S",97.32153,.5491262
5271,"S",83.78487,.0571851
5272,"S",93.38088,.6770297
5273,"S",97.37789,.650188
5274,"S",103.0993,.6720418
5275,"S",102.799,.1499083
5276,"S",89.8551,.6000183
5277,"S",98.18262,.5763438
5278,"S",109.6528,.7441515
5279,"S",106.4681,1.009425
5280,"S",106.5972,.2553832
5281,"S",90.04395,.3545895
5282,"S",103.6549,.8340275
5283,"S",92.67249,.4108277
5284,"S",100.3018,.383598
5285,"S",101.2664,.4420322
5286,"S",99.68506,.5838346
5287,"S",99.40922,.7348037
5288,"S",101.5572,.5430126
5289,"S",110.0466,.198159
5290,"S",91.00745,.461197
5291,"S",102.7907,.7811559
5292,"S",102.9138,.5735399
5293,"S",105.907,.7836269
5294,"S",106.2897,.8042308
5295,"S",100.0028,.1974232
5296,"S",102.8752,.618866
5297,"S",104.0305,.0766398
5298,"S",100.1233,.4931226
5299,"S",105.842,.4560781
5300,"S",98.36054,.3770457
5301,"S",95.48384,.4034046
5302,"S",90.68793,.4783928
5303,"S",102.8642,.3319027
5304,"S",94.7232,.4936925
5305,"S",107.28,.3892854
5306,"S",103.8288,.7111402
5307,"S",93.80469,.5297314
5308,"S",97.564,.7410788
5309,"S",103.1454,.8734055
5310,"S",102.4372,.7664391
5311,"S",102.7466,.9046755
5312,"S",102.1871,.4623956
5313,"S",91.07137,.7627876
5314,"S",92.20974,.4249677
5315,"S",87.75551,.0858071
5316,"S",102.6401,.7522395
5317,"S",81.85632,.229407
5318,"S",103.3513,.5946247
5319,"S",103.2422,.7091475
5320,"S",92.15021,.1588987
5321,"S",100.7105,.6400174
5322,"S",93.29561,.8249146
5323,"S",103.6813,.424364
5324,"S",83.87245,.209309
5325,"S",98.29372,.5430106
5326,"S",109.2158,.5544935
5327,"S",104.408,.8890498
5328,"S",104.7267,.317574
5329,"S",90.2971,.6141275
5330,"S",88.15347,.4111649
5331,"S",87.49498,.2643313
5332,"S",99.27457,.8877515
5333,"S",113.355,.7107163
5334,"S",101.0237,.2182559
5335,"S",101.1409,.5663365
5336,"S",102.1437,.5019564
5337,"S",102.4035,.6246563
5338,"S",97.20447,.0785977
5339,"S",96.70969,.5179152
5340,"S",94.43206,.5353666
5341,"S",111.7124,.5129021
5342,"S",101.4159,.4198212
5343,"S",103.3954,.5258857
5344,"S",86.38059,.354699
5345,"S",101.1975,.6709067
5346,"S",94.75753,.498091
5347,"S",106.9891,.2893414
5348,"S",93.8638,.4854647
5349,"S",100.0558,.2830111
5350,"S",106.394,.8601516
5351,"S",106.0825,.5352963
5352,"S",104.869,.3670055
5353,"S",93.50489,.4064894
5354,"S",104.5278,.5029785
5355,"S",101.3726,.7061509
5356,"S",113.5026,.7312397
5357,"S",96.93594,.525441
5358,"S",110.4502,1.105753
5359,"S",84.08669,.3001352
5360,"S",105.919,.7719584
5361,"S",94.29676,.7378567
5362,"S",118.5142,.6403728
5363,"S",90.23799,.6738815
5364,"S",94.59135,.6970133
5365,"S",99.95736,.3136933
5366,"S",103.601,.3224538
5367,"S",97.067,.1301589
5368,"S",92.6551,.1549009
5369,"S",92.11586,.2077174
5370,"S",94.34967,.4016622
5371,"S",106.2403,.6206234
5372,"S",84.38754,.2769045
5373,"S",103.5997,.415062
5374,"S",101.6798,.6696681
5375,"S",105.1446,.7335663
5376,"S",95.07181,.1987285
5377,"S",90.99004,.4681706
5378,"S",86.91088,.3546766
5379,"S",90.89267,.2521408
5380,"S",105.7266,.4725111
5381,"S",95.1506,.3907473
5382,"S",102.7653,.8014199
5383,"S",88.33611,.7043534
5384,"S",91.75979,.3485162
5385,"S",95.47464,.4631097
5386,"S",99.19553,.2054165
5387,"S",105.3707,.7469386
5388,"S",103.8634,.3162881
5389,"S",95.0928,.147141
5390,"S",95.97156,.6046503
5391,"S",110.5359,.7744389
5392,"S",104.4528,.4413708
5393,"S",89.52321,.1796824
5394,"S",99.33647,.2571644
5395,"S",111.0986,.6118751
5396,"S",106.6439,.5055161
5397,"S",108.3482,.5282971
5398,"S",101.7958,.7222214
5399,"S",103.4934,.5680916
5400,"S",89.57851,.2082369
5401,"S",99.767,.0559836
5402,"S",106.2272,.9096623
5403,"S",107.7828,.8603159
5404,"S",110.6127,.4144215
5405,"S",106.1653,.6998873
5406,"S",105.5787,1.019549
5407,"S",98.90216,.5628396
5408,"S",93.46799,.8023689
5409,"S",99.47874,.1189864
5410,"S",100.955,.3636475
5411,"S",91.2895,.3637888
5412,"S",101.415,.8055834
5413,"S",93.17284,.5137185
5414,"S",99.18105,.6145535
5415,"S",90.18188,.520476
5416,"S",102.0834,.6983703
5417,"S",111.019,.4821287
5418,"S",100.6167,.4945857
5419,"S",99.45007,.2264617
5420,"S",102.6327,.6647509
5421,"S",94.05267,.2349632
5422,"S",89.06326,.5489641
5423,"S",99.30746,.6351703
5424,"S",108.4089,.7529821
5425,"S",105.5618,.5619463
5426,"S",104.126,.6271685
5427,"S",94.47348,.4213031
5428,"S",91.85881,.7019105
5429,"S",98.78346,.545226
5430,"S",98.06561,.1135141
5431,"S",103.1988,.7020445
5432,"S",92.93903,.2619393
5433,"S",87.54548,.3006993
5434,"S",99.17806,.5025209
5435,"S",96.70782,.4084062
5436,"S",99.71624,.4979585
5437,"S",108.4223,.5462103
5438,"S",99.50596,.1482734
5439,"S",99.55222,.5597593
5440,"S",100.5122,.5605897
5441,"S",94.13953,.3070726
5442,"S",110.9791,.8125545
5443,"S",101.0905,.4238251
5444,"S",96.14025,.5626199
5445,"S",105.1647,.1814628
5446,"S",88.57051,.5237454
5447,"S",92.64685,.1802828
5448,"S",89.62538,.3551105
5449,"S",98.31335,.7108251
5450,"S",101.4546,.6315275
5451,"S",95.44334,.4385128
5452,"S",101.2635,.7567694
5453,"S",108.4673,.67632
5454,"S",107.9001,.5442916
5455,"S",104.3112,.6672022
5456,"S",108.2615,.134673
5457,"S",100.5372,.2293242
5458,"S",96.88692,.6626655
5459,"S",108.5647,.4325842
5460,"S",93.74417,.0767908
5461,"S",101.445,.804161
5462,"S",98.71171,.4246032
5463,"S",100.1596,.7513111
5464,"S",105.9886,.6448687
5465,"S",103.0371,.4285564
5466,"S",87.87837,.2472532
5467,"S",96.83588,.592154
5468,"S",107.7169,.5369349
5469,"S",111.9914,.4654406
5470,"S",103.8211,.8425798
5471,"S",107.2582,.4601372
5472,"S",97.4525,.5177735
5473,"S",105.613,.4843985
5474,"S",101.6151,.6619535
5475,"S",88.54723,.5724938
5476,"S",93.58929,.1301033
5477,"S",99.63441,.5381324
5478,"S",94.40129,.9592612
5479,"S",88.68495,.4941752
5480,"S",103.0921,.740872
5481,"S",99.60134,.6576449
5482,"S",96.84836,.6734937
5483,"S",97.22066,.6475821
5484,"S",102.5595,.5889164
5485,"S",106.5245,.5167995
5486,"S",95.42715,.4692793
5487,"S",100.1304,.4918861
5488,"S",94.71105,.2571113
5489,"S",103.5041,.9534185
5490,"S",95.07407,.2307385
5491,"S",103.2232,.3754849
5492,"S",104.6265,.610789
5493,"S",106.4102,.3726579
5494,"S",93.89645,.2560238
5495,"S",104.7188,.5985653
5496,"S",90.39731,.5551345
5497,"S",94.35316,.0478742
5498,"S",101.7584,.0872448
5499,"S",90.23812,.2041509
5500,"S",91.1414,.1346856
5501,"S",84.70281,.3425864
5502,"S",81.04918,.5249935
5503,"S",97.62618,.855187
5504,"S",112.0418,.6924765
5505,"S",102.4832,.5383258
5506,"S",100.882,.4464419
5507,"S",99.79555,.2722791
5508,"S",90.05708,.2691484
5509,"S",98.57945,.3188523
5510,"S",92.26593,.2558556
5511,"S",103.2741,.4958053
5512,"S",100.9233,.5706663
5513,"S",105.0619,.3955695
5514,"S",96.28551,.4420801
5515,"S",97.83971,.3605573
5516,"S",115.5892,.8707291
5517,"S",110.8955,.5841868
5518,"S",100.9201,.7609164
5519,"S",110.4675,.3280507
5520,"S",102.5405,.5477723
5521,"S",97.8335,.1426957
5522,"S",90.61963,.3786116
5523,"S",108.8147,.4370501
5524,"S",99.29717,.3595111
5525,"S",93.34395,.1396427
5526,"S",116.1787,.6262321
5527,"S",105.4619,.6092739
5528,"S",98.05581,.1366413
5529,"S",97.59719,.3300161
5530,"S",79.70959,.0874265
5531,"S",105.165,.5872235
5532,"S",103.8542,.2787969
5533,"S",96.38657,.4882879
5534,"S",94.32807,.7046651
5535,"S",100.5234,.3523431
5536,"S",106.9905,.9207217
5537,"S",101.8298,.7088639
5538,"S",101.1898,.6729718
5539,"S",104.8665,.7523719
5540,"S",96.17194,.1663141
5541,"S",95.64648,.3942981
5542,"S",87.07191,.5451836
5543,"S",94.99068,.4336437
5544,"S",104.601,.3924924
5545,"S",97.41246,.3627485
5546,"S",104.737,.8732013
5547,"S",104.045,.8229196
5548,"S",106.096,.5936503
5549,"S",111.0162,.9313087
5550,"S",98.49892,.2989071
5551,"S",105.2849,.3854001
5552,"S",99.69567,.3296192
5553,"S",110.5169,.5761964
5554,"S",98.90136,.5588932
5555,"S",114.6915,.7942743
5556,"S",99.5471,.5852975
5557,"S",102.6891,.8365319
5558,"S",108.5425,.4807023
5559,"S",94.22699,.5613416
5560,"S",106.3377,.2477279
5561,"S",109.3274,.6529508
5562,"S",106.2168,.6518594
5563,"S",98.1883,.708277
5564,"S",104.2634,.4537726
5565,"S",99.40828,.6500747
5566,"S",101.9846,.2534991
5567,"S",106.1465,.8095213
5568,"S",104.1071,.6663181
5569,"S",88.55969,.3055509
5570,"S",98.82736,.4151745
5571,"S",111.8572,.7161223
5572,"S",94.08401,.4193231
5573,"S",100.5463,.4199682
5574,"S",90.14375,.4018177
5575,"S",92.10339,.3649378
5576,"S",100.6764,.6675068
5577,"S",97.30045,.1372572
5578,"S",98.33588,.3799792
5579,"S",100.425,.6090788
5580,"S",89.35091,.727158
5581,"S",103.7161,.8897096
5582,"S",107.6903,.7527385
5583,"S",114.5865,.614686
5584,"S",98.03637,.4995116
5585,"S",90.33439,.3696188
5586,"S",101.869,.5295097
5587,"S",97.64252,.4657755
5588,"S",96.05698,.5815814
5589,"S",94.8312,.5129225
5590,"S",114.9751,.6791262
5591,"S",94.54443,.2865758
5592,"S",101.0124,.4586489
5593,"S",103.1064,.9035416
5594,"S",98.50187,.540445
5595,"S",93.5952,.5826339
5596,"S",96.40749,.5446615
5597,"S",100.2802,.4577466
5598,"S",113.4846,.6597686
5599,"S",103.0064,.4083924
5600,"S",103.0134,.3381584
5601,"S",97.76774,.624766
5602,"S",108.2085,.9783504
5603,"S",103.8932,.5048023
5604,"S",107.8051,1.148812
5605,"S",95.71816,.5206032
5606,"S",101.9014,.5248068
5607,"S",99.33141,.8440312
5608,"S",100.8387,.820102
5609,"S",100.9576,.9674563
5610,"S",94.58179,.3792968
5611,"S",96.20023,.4168975
5612,"S",102.8381,.7501802
5613,"S",91.77001,.3180111
5614,"S",113.9997,.5893079
5615,"S",99.67548,.0801465
5616,"S",104.9715,.1539315
5617,"S",101.1968,.3959031
5618,"S",101.887,.107243
5619,"S",100.544,.4022512
5620,"S",98.21231,.8245057
5621,"S",97.96355,.8082079
5622,"S",96.27245,.6441563
5623,"S",102.3849,.8413967
5624,"S",100.6723,.5209596
5625,"S",101.6702,.4740525
5626,"S",96.45385,.7076726
5627,"S",97.03109,.2537241
5628,"S",108.4751,.6507174
5629,"S",91.54398,.4638478
5630,"S",88.85776,.3692353
5631,"S",101.3271,.5708855
5632,"S",98.27728,.5246348
5633,"S",106.065,.8150834
5634,"S",103.7812,.8264891
5635,"S",98.45983,.254366
5636,"S",113.1337,.7857044
5637,"S",101.2745,.3152262
5638,"S",106.0807,.5412542
5639,"S",95.13258,.4559307
5640,"S",113.0357,.6337341
5641,"S",92.87757,.1745922
5642,"S",95.25691,.6569221
5643,"S",87.12029,.3882517
5644,"S",101.9511,.4928173
5645,"S",102.4528,.4271384
5646,"S",96.86337,.6054987
5647,"S",100.8605,.5865625
5648,"S",97.46875,.3525232
5649,"S",103.1113,.5686693
5650,"S",100.5935,.8253707
5651,"S",99.93987,.2698787
5652,"S",96.60155,.3274962
5653,"S",93.63511,.6929048
5654,"S",103.0801,.4737113
5655,"S",97.50304,.7885799
5656,"S",85.55457,.1909599
5657,"S",106.0564,.9290489
5658,"S",106.6024,.7603561
5659,"S",99.80033,.488114
5660,"S",96.26236,.790335
5661,"S",105.1353,.2413359
5662,"S",107.2148,.4146518
5663,"S",102.721,.6514414
5664,"S",97.59357,.2821468
5665,"S",93.08945,.3912875
5666,"S",100.9046,.3394784
5667,"S",107.0096,.7581957
5668,"S",105.397,.7987741
5669,"S",109.592,.5681437
5670,"S",104.2729,.1467148
5671,"S",107.6648,1.00699
5672,"S",93.67888,.2388078
5673,"S",105.2529,.4301489
5674,"S",105.8032,.8815276
5675,"S",106.1939,.5816467
5676,"S",106.4027,.7410528
5677,"S",90.27093,.3194223
5678,"S",88.72415,.0761591
5679,"S",105.6902,.7707826
5680,"S",90.79469,.3526902
5681,"S",73.51218,.522808
5682,"S",94.31908,.4667924
5683,"S",98.49693,.3369321
5684,"S",100.2518,.5831982
5685,"S",108.7608,.0871947
5686,"S",93.79349,.483348
5687,"S",97.71671,.3243444
5688,"S",104.648,.7561069
5689,"S",87.84449,.4682387
5690,"S",110.5793,.7761964
5691,"S",111.9277,.5426295
5692,"S",108.0508,.5102012
5693,"S",102.1071,.7410625
5694,"S",92.63599,.328962
5695,"S",102.2627,.4284839
5696,"S",93.87715,.3576968
5697,"S",96.46889,.381769
5698,"S",90.88908,.7304904
5699,"S",98.48364,.4302041
5700,"S",95.20152,.7510931
5701,"S",91.87812,.3051428
5702,"S",105.3422,.7425721
5703,"S",98.5396,.4489097
5704,"S",89.70563,.4213053
5705,"S",93.48676,.3672307
5706,"S",99.9962,.4070219
5707,"S",106.34,1.012051
5708,"S",104.1478,.4641716
5709,"S",107.1103,.57159
5710,"S",104.8294,.4873058
5711,"S",97.47311,.3716537
5712,"S",112.2911,.2131106
5713,"S",102.261,.4171429
5714,"S",107.4746,.2689871
5715,"S",97.55198,.8592133
5716,"S",111.5024,1.024818
5717,"S",100.6851,.2813777
5718,"S",104.6166,.8682232
5719,"S",104.0445,.9740974
5720,"S",104.3877,.3300565
5721,"S",91.09955,.2459891
5722,"S",92.79572,.4457153
5723,"S",93.6661,.1925488
5724,"S",96.66471,.964987
5725,"S",101.5972,.1522719
5726,"S",100.9049,.5807862
5727,"S",98.03924,.6200606
5728,"S",104.1155,.7482775
5729,"S",86.78198,.3859003
5730,"S",111.8016,.9289355
5731,"S",88.50337,.1789163
5732,"S",114.3762,.7259912
5733,"S",109.5112,.7653481
5734,"S",102.6507,.7129657
5735,"S",105.7131,.4135064
5736,"S",108.5896,.5933203
5737,"S",104.2044,.5379887
5738,"S",104.0567,.5694423
5739,"S",99.23765,.2197314
5740,"S",93.37949,.1979405
5741,"S",100.7465,.397095
5742,"S",107.9494,.5184703
5743,"S",108.3962,.9529039
5744,"S",96.54127,.5102255
5745,"S",109.7771,.4234165
5746,"S",104.6412,.313414
5747,"S",86.88903,.4654378
5748,"S",110.3366,.666936
5749,"S",97.62666,.4548224
5750,"S",100.2585,.7914368
5751,"S",116.5872,.9978796
5752,"S",98.58105,.6580153
5753,"S",105.1986,.4284553
5754,"S",107.2054,.5081915
5755,"S",89.07198,.5929267
5756,"S",107.6583,.7169545
5757,"S",101.8194,.3825658
5758,"S",101.4879,.7337583
5759,"S",93.40182,.4216489
5760,"S",102.8647,.4484
5761,"S",93.22471,.5263274
5762,"S",102.499,.8475959
5763,"S",105.8369,.7003311
5764,"S",107.5068,.824411
5765,"S",89.40849,.4826935
5766,"S",94.10033,.6293412
5767,"S",88.41635,.2879518
5768,"S",107.5107,.4089111
5769,"S",103.5937,.9760528
5770,"S",90.9597,.5077128
5771,"S",105.1613,.7049528
5772,"S",102.0865,.2386521
5773,"S",111.289,.3424253
5774,"S",96.37584,.1074242
5775,"S",92.83434,.8041315
5776,"S",100.9554,.2909586
5777,"S",93.52029,1.010419
5778,"S",114.1636,.8455266
5779,"S",106.3985,.5799543
5780,"S",96.47874,.4625373
5781,"S",101.7081,.6120733
5782,"S",103.3269,.4550071
5783,"S",95.24963,.3859496
5784,"S",97.47921,.5520303
5785,"S",100.5464,.6901157
5786,"S",96.57578,.5338001
5787,"S",100.707,.5665032
5788,"S",95.5754,.3878631
5789,"S",103.9142,.1495354
5790,"S",102.3612,.4201508
5791,"S",111.5953,.8109131
5792,"S",100.9948,.799149
5793,"S",98.40468,.4324931
5794,"S",98.76147,.3881296
5795,"S",101.8314,.2136755
5796,"S",96.5499,.3609958
5797,"S",117.9671,.6986367
5798,"S",101.0054,.6027586
5799,"S",97.59656,.4076685
5800,"S",106.6468,.9998302
5801,"S",97.26875,.581615
5802,"S",103.774,.5790995
5803,"S",105.3701,.4940763
5804,"S",92.45224,.3305644
5805,"S",104.4099,.1990442
5806,"S",92.58321,.4859906
5807,"S",97.39199,.5050218
5808,"S",109.7612,.4560418
5809,"S",116.5343,.5305632
5810,"S",98.72746,.3613992
5811,"S",94.90471,.3982714
5812,"S",92.71556,.1587792
5813,"S",101.1884,.5715531
5814,"S",90.32978,.0215616
5815,"S",94.52058,.7685295
5816,"S",96.02203,.5412556
5817,"S",99.48322,.0217743
5818,"S",98.31317,.4716019
5819,"S",93.07831,.3664049
5820,"S",92.92554,.1066668
5821,"S",97.7489,.192436
5822,"S",101.5527,.4880447
5823,"S",99.33145,.740603
5824,"S",103.3301,.8861759
5825,"S",95.97339,.5100403
5826,"S",102.9719,.7724869
5827,"S",101.1314,.6309037
5828,"S",103.2834,.8685766
5829,"S",104.7182,.7399557
5830,"S",102.9864,.6085986
5831,"S",86.04449,.5509996
5832,"S",100.5062,.6480615
5833,"S",104.2767,.8611889
5834,"S",101.9498,.373488
5835,"S",101.8321,.6307313
5836,"S",86.58255,.7113086
5837,"S",108.8961,.4083903
5838,"S",95.43575,.6172645
5839,"S",98.36557,.0658097
5840,"S",96.17156,.4983489
5841,"S",99.91243,.3767112
5842,"S",98.92336,.6449707
5843,"S",100.2705,.2443416
5844,"S",95.42496,.2224394
5845,"S",94.19725,.1895652
5846,"S",94.7685,.5341937
5847,"S",94.36694,.3691198
5848,"S",93.49362,.3448101
5849,"S",100.6595,.5515183
5850,"S",96.52169,.5953286
5851,"S",107.8597,.6813617
5852,"S",104.685,.8393345
5853,"S",103.0788,.7853313
5854,"S",95.57413,.5131943
5855,"S",93.49131,.4833829
5856,"S",106.2996,.717982
5857,"S",102.4987,.3383197
5858,"S",98.25518,.0697814
5859,"S",91.15299,.2829542
5860,"S",102.8841,.5847209
5861,"S",105.1279,.5666646
5862,"S",99.76213,.5870627
5863,"S",99.93133,.6191044
5864,"S",97.81218,.2375838
5865,"S",109.1834,.6634912
5866,"S",90.89815,.7099487
5867,"S",95.82404,.4756519
5868,"S",102.0893,.4203019
5869,"S",109.2068,.7629765
5870,"S",99.84053,.249402
5871,"S",102.3615,.7752765
5872,"S",105.4492,.3839693
5873,"S",93.64092,.592084
5874,"S",113.6127,.761731
5875,"S",95.82337,.2753766
5876,"S",102.1206,.5279454
5877,"S",101.9264,.5919285
5878,"S",104.4869,.4274655
5879,"S",103.6656,.5186712
5880,"S",92.61437,.3514653
5881,"S",99.25084,.5043225
5882,"S",107.326,.6694283
5883,"S",96.69144,.4523183
5884,"S",98.53667,.6067796
5885,"S",99.38318,.7201454
5886,"S",92.96239,.4421695
5887,"S",104.1273,.8224322
5888,"S",101.1184,.183628
5889,"S",87.18531,.7536637
5890,"S",93.68223,.3135971
5891,"S",94.2943,.6344006
5892,"S",97.39661,.4656569
5893,"S",93.86465,.5095067
5894,"S",97.10895,.1528755
5895,"S",104.7961,.705345
5896,"S",107.535,.4542819
5897,"S",97.01421,.277721
5898,"S",109.8599,.4171298
5899,"S",102.2002,.1398216
5900,"S",103.1309,.5289394
5901,"S",87.44332,.472043
5902,"S",116.6541,.7538804
5903,"S",89.79637,.6329763
5904,"S",94.39135,.2822921
5905,"S",93.09868,.6718293
5906,"S",95.209,.295537
5907,"S",88.19318,.5742174
5908,"S",102.7964,.6011729
5909,"S",100.5661,.4155147
5910,"S",97.65877,.7088623
5911,"S",101.1585,.5357497
5912,"S",90.35517,.4989915
